index,origin_id,origin_date,split,status,ended_with_eos,prompt_sha256,inflation_pressure_score,inflation_pressure_evidence,demand_pressure_score,demand_pressure_evidence,forward_policy_bias_score,forward_policy_bias_evidence
83,decision_close_2022_11,2022-11-24,validation,invalid_output,True,9aac281c767301ab5802b0b6b9ebe68ed9fc64f2bfd9ac0edd0d7551b4af19c7,-1,"Enflasyonda gözlenen yükselişte; jeopolitik gelişmelerin yol açtığı enerji maliyeti artışlarının gecikmeli ve dolaylı etkileri, ekonomik temellerden uzak fiyatlama oluşumlarının etkileri, küresel enerji, gıda ve tarımsal emtia fiyatlarındaki artışların oluşturduğu güçlü negatif arz şokları etkili olmaya devam etmektedir.",-1,Azalan dış talebin toplam talep koşulları ve üretim üzerindeki etkileri yakından izlenmektedir.,0,
84,decision_close_2022_12,2022-12-22,validation,invalid_output,True,6eca7e2ba5a76748e2a9a9356b79edbf7e92efee42f0fce934f4b0976f0bdd78,0,"Enflasyonda gözlenen yükselişte; jeopolitik gelişmelerin yol açtığı enerji maliyeti artışlarının gecikmeli ve dolaylı etkileri, ekonomik temellerden uzak fiyatlama oluşumlarının etkileri, küresel enerji, gıda ve tarımsal emtia fiyatlarındaki artışların oluşturduğu güçlü negatif arz şokları etkili olmuştur.",-1,2022’nin ilk üç çeyreğinde güçlü bir büyüme gerçekleşmiştir. Yılın son çeyreğine dair öncü göstergeler ise zayıflayan dış talebin etkisiyle büyümedeki yavaşlama eğiliminin sürdüğüne işaret etmektedir.,0,"Kurul, politika faizinin sabit tutulmasına karar vermiştir. Kurul, mevcut politika faizinin küresel talebe ilişkin artan riskleri dikkate alarak yeterli düzeyde olduğunu değerlendirmiştir."
85,decision_close_2023_1,2023-01-19,validation,invalid_output,True,33faf886ba2302070c5ecd6a487047d07d5f03f696f19cec163ad66e18876554,0,,-1,"İç tüketim talebi, enerji fiyatlarındaki yüksek seviye ve ana ihracat pazarlarının resesyona girme olasılığı cari denge üzerindeki riskleri canlı tutmaktadır.",0,"Kurul, politika faizinin sabit tutulmasına karar vermiştir."
86,decision_close_2023_2,2023-02-23,validation,valid,True,fed675a6830084c060d31017270c6eff958e6e2271da391c5b4bbdfae4eb33ef,0,,0,,-1,"politika faizi olan bir hafta vadeli repo ihale faiz oranının yüzde 9’dan yüzde 8,5’e indirilmesine karar vermiştir."
87,decision_close_2023_3,2023-03-23,validation,valid,True,8f536de95916777c1e5a95ec73cde5e0a8e538e2b9d7b4c58b6923af8d38779c,0,,0,,0,
88,decision_close_2023_4,2023-04-27,validation,valid,True,8a1ba71d9a2cabe41e56753dd800c5f014abbedbc39ec979939727770249af15,0,,0,,0,
89,decision_close_2023_5,2023-05-25,validation,valid,True,0565082892ce5e7fe5649e2e7409a4da8dbb2557913631a01a9184594cbc7f6a,0,,0,,0,
90,decision_close_2023_6,2023-06-22,validation,invalid_output,True,51896bfdcd0ffaf266e137d51b663e0baf91dfe723418227f41f8dc316898183,1,"Kurul, dezenflasyonun en kısa sürede tesisi, enflasyon beklentilerinin çıpalanması, fiyatlama davranışlarındaki bozulmanın kontrol altına alınması için parasal sıkılaştırma sürecinin başlamasına karar vermiştir.",1,"Yurtiçi talepteki güçlü seyir, maliyet yönlü baskılar ve hizmet enflasyonundaki katılık belirleyici olmuştur.",-1,Enflasyon görünümünde belirgin iyileşme sağlanana kadar parasal sıkılaştırma gerektiği zamanda ve gerektiği ölçüde kademeli olarak güçlendirilecektir.
91,decision_close_2023_7,2023-07-20,validation,valid,True,da4a0d9682cc88de70b2eaa0d4b50407703bd8ef5d266d5bd4f8e3f53b9e5002,1,"Ülkemizde, yakın döneme ilişkin göstergeler enflasyonun ana eğiliminde yükselişin sürdüğüne işaret etmektedir.",1,"yurt içi talepteki güçlü seyir, ücret ve kur kaynaklı maliyet yönlü baskılar ile hizmet enflasyonundaki katılık belirleyici olmaktadır.",0,
92,decision_close_2023_8,2023-08-24,validation,invalid_output,True,f1c6f79dfe4847d5965f2859e9ef6618e6fa963aef750389a34d67f1514269a3,1,Yakın döneme ilişkin göstergeler enflasyonun ana eğiliminde yükselişin sürdüğüne işaret etmektedir.,1,"Yurt içi talepteki güçlü seyir, ücret ve kur kaynaklı maliyet yönlü baskılar, hizmet enflasyonundaki katılık ve vergi düzenlemeleri belirleyici olmaktadır.",0,
93,decision_close_2023_9,2023-09-21,validation,invalid_output,True,e0d869c330b2f05a8935c2e40ea8d707b9afc6c14f09fe385da4c41fa63f4e91,1,"Enflasyon temmuz ve ağustos aylarında öngörülenin üzerinde gerçekleşmiştir. Yurt içi talepteki güçlü seyir ve hizmet fiyatlarındaki katılık devam ederken, petrol fiyatlarındaki artış ve enflasyon beklentilerinde süregelen bozulma enflasyonda ilave yukarı yönlü baskı oluşturmaktadır.",1,Yurt içi talepteki güçlü seyir ve hizmet fiyatlarındaki katılık devam etmektedir.,0,
94,decision_close_2023_10,2023-10-26,validation,invalid_output,True,00a85013128679d080288ca7d7b6773add70519629e1cd2241c702bed0edf204,1,enflasyon yılın üçüncü çeyreğinde öngörülenin üzerinde gerçekleşmiştir.,1,"Yurt içi talepteki güçlü seyir, hizmet fiyatlarındaki katılık ve enflasyon beklentilerindeki bozulma ise enflasyonda yukarı yönlü baskı oluşturmaya devam etmektedir.",0,
95,decision_close_2023_11,2023-11-23,validation,valid,True,bfdaf5c9495f4c477eadb628d8238da74095449c8a22e357285256ac7724ff6d,1,"Kurul, dezenflasyonun tesisi için gerekli parasal sıkılık düzeyine önemli ölçüde yaklaşıldığını değerlendirmiştir.",-1,yurt içi talepteki dengelenmenin başladığına işaret etmektedir.,0,
96,decision_close_2023_12,2023-12-21,validation,valid,True,3a38e89fd75bd0f9ab2bb04234e940316832d63750471bc7185e0ebb6a83ff60,0,,0,,0,
97,decision_close_2024_1,2024-01-25,validation,valid,True,31250bac0529ea23b4bbffe1fc9bd5f4085d1e7c01ed79d1f1fe93b8de6e53ef,0,,0,,0,
98,decision_close_2024_2,2024-02-22,test,valid,True,98648043bb81d8c71eba8b02b1ee2da9b2ba066fabc39842ea760a9af3902f0c,0,,0,,0,
99,decision_close_2024_3,2024-03-21,test,valid,True,279ad50877f49e6bacb1641cf65cc07389e4dc5434dddd275b6b55f073c562b9,1,"Şubat ayında aylık enflasyonun ana eğilimi, hizmet enflasyonu öncülüğünde, öngörülenden yüksek gerçekleşmiştir.",-1,yakın döneme ilişkin diğer göstergeler yurt içi talepte dirençli seyrin sürdüğüne işaret etmektedir.,0,
100,decision_close_2024_4,2024-04-25,test,valid,True,81ad81224d81cf5f84d4b3dfc603e8608396e3f41ce216188124866baf843275,0,,-1,yurt içi talepte direncin sürdüğüne işaret etmektedir,0,"politika faizinin sabit tutulmasına karar vermekle birlikte, enflasyon üzerindeki yukarı yönlü risklere karşı ihtiyatlı duruşunu yinelemiştir"
101,decision_close_2024_5,2024-05-23,test,invalid_output,True,d1a98bbf8d40513c1836736bed7b6544052cdfe087e37ab2e42a2d53d0ea8d29,0,,-1,Yakın döneme ilişkin göstergeler yurt içi talepte ilk çeyreğe kıyasla yavaşlamaya işaret etmiştir.,0,"Kurul, politika faizinin sabit tutulmasına karar vermekle birlikte, enflasyon üzerindeki yukarı yönlü risklere karşı ihtiyatlı duruşunu yinelemiştir."
102,decision_close_2024_6,2024-06-27,test,invalid_output,True,8a6b88fdddaec9cba304268204fc329152af88e89b9f149f2e1a482c91c24f83,0,,-1,"Yakın döneme ilişkin göstergeler yurt içi talebin, halen enflasyonist düzeyde olmakla birlikte, yavaşladığını teyit etmektedir.",0,"Kurul, politika faizinin sabit tutulmasına karar vermekle birlikte, enflasyon üzerindeki yukarı yönlü risklere karşı ihtiyatlı duruşunu yinelemiştir."
103,decision_close_2024_7,2024-07-23,test,invalid_output,True,a68ce00b41b83dd84c64cb7bfce41403e90017349a12da00f5e4e3aadea827d0,-1,Haziran ayında aylık enflasyonun ana eğilimi belirgin bir zayıflama kaydetmiştir.,0,,0,"Kurul, politika faizinin sabit tutulmasına karar vermekle birlikte, enflasyon üzerindeki yukarı yönlü risklere karşı ihtiyatlı duruşunu yinelemiştir."
104,decision_close_2024_8,2024-08-20,test,valid,True,d7f2939e8631cde69ac40c54e5b4d7d303a99520aef59f32ac641e3e86fe6a3c,0,,-1,Üçüncü çeyreğe ilişkin göstergeler yurt içi talebin yavaşlamaya devam ederek enflasyonist etkisinin azaldığına işaret etmektedir.,0,"Kurul, parasal sıkılaştırmanın gecikmeli etkilerini de göz önünde bulundurarak politika faizinin sabit tutulmasına karar vermekle birlikte, enflasyon üzerindeki yukarı yönlü risklere karşı ihtiyatlı duruşunu yinelemiştir."
105,decision_close_2024_9,2024-09-19,test,valid,True,1ee829fd16e34a12511d228d87bca4c60d0ef0176bac9253b779c29637d2bf1d,0,,0,,0,
106,decision_close_2024_10,2024-10-17,test,valid,True,be9870c6cc19961d92a1a58539ec57fe93802e8d997dc19f98cdf9b7acf3ba05,0,,0,,0,
107,decision_close_2024_11,2024-11-21,test,valid,True,040d201917a7a6cbfed3d4937576f2ddb82ab13547b8f40e34720ec8f468d251,0,,0,,0,
108,decision_close_2024_12,2024-12-26,test,valid,True,955d1b86f4afe939a19e2f7f5321e29a9c40990e8424c69de72dac7e346cb746,0,,0,,0,
109,decision_close_2025_1,2025-01-23,test,valid,True,e47b289d3b732b6cec1fd269c85011835ce2a87f792a9c3f03a76a67b7ca1587,0,,0,,0,
110,decision_close_2025_2,2025-03-06,test,valid,True,c7c1b35b04e8d14889181fc73ceec5b987e5b7f44d10c9125911d366bc5f6ee1,0,,0,,0,
111,decision_close_2025_3,2025-03-20,test,valid,True,6fa5bd619c6caa8de6077bf03e6f61df85cd8eaa4e24e6a644bc9765949f275c,1,Enflasyonda belirgin ve kalıcı bir bozulma öngörülmesi durumunda para politikası duruşu sıkılaştırılacaktır.,0,,-1,"Politika faizi olan bir hafta vadeli repo ihale faiz oranını yüzde 42,5’te, Merkez Bankası gecelik vadede borçlanma faiz oranını ise yüzde 41’de sabit tutmuştur."
112,decision_close_2025_4,2025-04-17,test,valid,True,898d80ab2dfcf0a7933cf4f42445dd0a96f1110f5ad7881a45362596a5c8c0aa,0,,-1,Öncü veriler yurt içi talebin ilk çeyrekte ivme kaybetmekle birlikte öngörülenin üzerinde seyrettiğini ve enflasyonu düşürücü etkisinin azaldığını ima etmektedir.,0,Enflasyonda kalıcı düşüş ve fiyat istikrarı sağlanana kadar sıkı para politikası duruşu sürdürülecektir.
113,decision_close_2025_5,2025-06-19,test,valid,True,cdc05089adc29457efce9b1beb70297aabc15d324dce6bd5b6ec0bbbaa5aeb39,0,,-1,İkinci çeyreğe ait veriler yurt içi talebin yavaşladığını göstermektedir.,0,Enflasyonda kalıcı düşüş ve fiyat istikrarı sağlanana kadar sıkı para politikası duruşu sürdürülecektir.
114,decision_close_2025_6,2025-07-24,test,valid,True,cc768ff91b2c2bca96f4a9a980d1d60eba682c38c5650b33fa2a15f55dbdde1f,0,,1,"Yakın döneme ilişkin veriler, talep koşullarının dezenflasyonist etkisinin arttığını göstermektedir.",-1,"Fiyat istikrarı sağlanana kadar sürdürülecek sıkı para politikası duruşu, talepte dengelenme, Türk lirasında reel değerlenme ve enflasyon beklentilerinde düzelme vasıtası ile dezenflasyon sürecini destekleyecektir."
115,decision_close_2025_7,2025-09-11,test,valid,True,41960212d7e5b44d9e3bbb415273a0dc1d1ab40e08de906d388a0d8a7dbee434,0,,0,,0,
116,decision_close_2025_8,2025-10-23,test,valid,True,cc7545c1bdccd2aee4c82c78b2c970fb8c1f743b33649df5fd42a5f67e146f43,1,Enflasyonun ana eğilimi eylül ayında yükselmiştir.,-1,Son döneme ait veriler talep koşullarının dezenflasyonist düzeyde olduğuna ancak dezenflasyon sürecinin yavaşladığına işaret etmektedir.,0,"Adımların büyüklüğü, enflasyon görünümü odaklı, toplantı bazlı ve ihtiyatlı bir yaklaşımla gözden geçirilmektedir."
117,decision_close_2025_9,2025-12-11,test,valid,True,870080468a3a61d72974e463a0bdd0f4a51b4b3f3586886dc60bd2901feb0d7a,0,,0,,0,
118,decision_close_2026_1,2026-01-22,test,valid,True,c0affb8bd86e3c8f87116be501eda486b42689901501df7d6185de82c1771436,0,,0,,1,"politika faizine ilişkin atılacak adımları; enflasyon gerçekleşmelerini, ana eğilimini ve beklentilerini göz önünde bulundurarak ara hedeflerle uyumlu biçimde dezenflasyonun gerektirdiği sıkılığı sağlayacak şekilde belirleyecektir."
119,decision_close_2026_2,2026-03-12,test,valid,True,c68d4e8811944251b3acee69cf64e0aad79f019dffc7d89eefd979cef417b170,0,,0,,0,
120,decision_close_2026_3,2026-04-22,test,valid,True,26ce4572f50a69d92b01b48296369f021c699d53d1724d0cbc391451ca30e132,0,,0,,0,
121,decision_close_2026_4,2026-06-11,test,valid,True,d316a81be0c4b98874245b85b153c05385fbd6f822932cb3f3f97f69626cc2dc,0,,-1,öncü veriler iç talepteki zayıf seyrin sürdüğüne işaret etmektedir.,0,"Kurul politika faizine ilişkin atılacak adımları; enflasyon gerçekleşmelerini, ana eğilimini ve beklentilerini göz önünde bulundurarak ara hedeflerle uyumlu biçimde dezenflasyonun gerektirdiği sıkılığı sağlayacak şekilde belirleyecektir."
